seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
22,0,P2,P0,29269.0,26982.0,1,DONE,719,52.497,4853,0.9475,0.5792,641,103,90,5929,8832,0,10,4,157,16,0,0,3,2,0,22.8542,0
22,1,P0,P2,26982.0,29269.0,0,DONE,719,52.497,4853,0.9472,0.578,640,102,90,5083,8668,23,13,5,155,10,0,0,2,1,32,18.0214,0
22,0,P0,P2,28630.0,28206.0,1,DONE,719,51.917,4853,0.9475,0.5792,641,103,90,5518,9024,14,8,4,157,16,0,0,3,2,0,29.4787,0
22,1,P2,P0,28206.0,28630.0,0,DONE,719,51.917,4853,0.9472,0.578,640,102,90,5796,8875,1,13,5,155,10,0,0,2,1,3,29.3595,0
23,0,P2,P0,43952.0,41633.0,1,DONE,719,46.242,4853,0.9419,0.5757,620,103,90,23364,5703,0,38,4,160,47,0,0,1,2,1,15.2891,0
23,1,P0,P2,41633.0,43952.0,0,DONE,719,46.242,4853,0.9468,0.5768,646,104,90,21974,5549,0,52,5,156,19,1,0,2,1,26,14.2951,0
23,0,P0,P2,43645.0,44017.0,0,DONE,719,48.684,4853,0.9419,0.5757,620,103,90,23349,5689,0,42,4,160,47,0,0,1,2,7,24.3895,0
23,1,P2,P0,44017.0,43645.0,1,DONE,719,48.684,4853,0.9468,0.5768,646,104,90,23620,5933,0,40,5,156,19,1,0,2,1,3,13.6428,0
24,0,P2,P0,35297.0,36525.0,0,DONE,719,49.322,4853,0.9458,0.5803,621,103,90,15372,5763,0,38,4,156,21,0,0,4,2,9,36.8645,0
24,1,P0,P2,36525.0,35297.0,1,DONE,719,49.322,4853,0.9468,0.5768,646,104,90,16190,5873,0,42,5,156,19,1,0,2,1,3,16.4685,0
24,0,P0,P2,35089.0,36611.0,0,DONE,719,73.733,4853,0.9458,0.5803,621,103,90,15372,5689,0,42,4,156,21,0,0,4,2,17,32.7773,0
24,1,P2,P0,36611.0,35089.0,1,DONE,719,73.733,4853,0.9468,0.5768,646,104,90,16190,5947,0,38,5,156,19,1,0,2,1,3,44.4836,0
25,0,P2,P0,49519.0,49519.0,0,DONE,719,64.95,4853,0.9472,0.578,640,102,90,13495,21857,0,0,5,155,10,0,0,2,1,3,28.9314,0
25,1,P0,P2,49519.0,49519.0,0,DONE,719,64.95,4853,0.9472,0.578,640,102,90,13495,21857,0,0,5,155,10,0,0,2,1,3,40.7636,0
25,0,P0,P2,49519.0,49519.0,0,DONE,719,65.962,4853,0.9472,0.578,640,102,90,13495,21857,0,0,5,155,10,0,0,2,1,3,36.6797,0
25,1,P2,P0,49519.0,49519.0,0,DONE,719,65.962,4853,0.9472,0.578,640,102,90,13495,21857,0,0,5,155,10,0,0,2,1,3,38.1727,0
26,0,P2,P0,56184.0,56184.0,0,DONE,719,78.26,4853,0.9472,0.578,640,102,90,26277,14484,0,0,5,155,10,0,0,2,1,3,45.6006,0
26,1,P0,P2,56184.0,56184.0,0,DONE,719,78.26,4853,0.9472,0.578,640,102,90,26277,14484,0,0,5,155,10,0,0,2,1,3,36.736,0
26,0,P0,P2,56184.0,56184.0,0,DONE,719,81.052,4853,0.9472,0.578,640,102,90,26277,14484,0,0,5,155,10,0,0,2,1,3,44.8788,0
26,1,P2,P0,56184.0,56184.0,0,DONE,719,81.052,4853,0.9472,0.578,640,102,90,26277,14484,0,0,5,155,10,0,0,2,1,3,51.7767,0
27,0,P2,P0,45286.0,45301.0,0,DONE,719,67.621,4853,0.9472,0.578,640,102,90,19874,9958,0,13,5,155,10,0,0,2,1,3,27.8486,0
27,1,P0,P2,45301.0,45286.0,1,DONE,719,67.621,4853,0.9472,0.578,640,102,90,19874,10074,0,8,5,155,10,0,0,2,1,3,32.2864,0
27,0,P0,P2,45301.0,45286.0,1,DONE,719,71.685,4853,0.9472,0.578,640,102,90,19874,10074,0,8,5,155,10,0,0,2,1,3,35.5879,0
27,1,P2,P0,45286.0,45301.0,0,DONE,719,71.685,4853,0.9472,0.578,640,102,90,19874,9958,0,13,5,155,10,0,0,2,1,3,30.3362,0
28,0,P2,P0,51341.0,53498.0,0,DONE,719,53.42,4853,0.9472,0.578,640,102,90,13489,21542,0,0,5,155,10,0,0,2,1,3,28.6039,0
28,1,P0,P2,53498.0,51341.0,1,DONE,719,53.42,4853,0.945,0.5745,656,103,94,13584,22518,0,0,4,158,7,0,0,2,2,3,31.2719,0
28,0,P0,P2,51341.0,53498.0,0,DONE,719,48.995,4853,0.9472,0.578,640,102,90,13489,21542,0,0,5,155,10,0,0,2,1,3,36.9783,0
28,1,P2,P0,53498.0,51341.0,1,DONE,719,48.995,4853,0.945,0.5745,656,103,94,13584,22518,0,0,4,158,7,0,0,2,2,3,22.5876,0
29,0,P2,P0,27284.0,26762.0,1,DONE,719,53.164,4853,0.9468,0.5768,646,104,90,6495,5947,0,38,5,156,19,1,0,2,1,3,26.0564,0
29,1,P0,P2,26762.0,27284.0,0,DONE,719,53.164,4853,0.9468,0.5768,646,104,90,6202,5873,4,42,5,156,19,1,0,2,1,9,36.8055,0
